-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
9624,11754,2024-02-18,10.0,201,semen gresik,2024-02,2024-02
9625,11755,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9626,11755,2024-02-18,1.0,214,semen holsim,2024-02,2024-02
9628,11756,2024-02-18,83.0,304,bata ringan tbl,2024-02,2024-02
9627,11756,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9629,11757,2024-02-18,0.5,101,colt pasir,2024-02,2024-02
9630,11757,2024-02-18,0.5,103,colt tensla,2024-02,2024-02
9631,11757,2024-02-18,2.0,201,semen gresik,2024-02,2024-02
9632,11758,2024-02-18,83.0,304,bata ringan tbl,2024-02,2024-02
9633,11759,2024-02-18,4.0,603,sumur 80,2024-02,2024-02
9634,11759,2024-02-18,2.0,606,tutup sumur 80,2024-02,2024-02
9635,11760,2024-02-18,1.0,103,colt tensla,2024-02,2024-02
9637,11760,2024-02-18,3.0,422,pvc 4 D,2024-02,2024-02
9636,11760,2024-02-18,3.0,201,semen gresik,2024-02,2024-02
9640,11761,2024-02-18,1.0,402,besi 8,2024-02,2024-02
9638,11761,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9639,11761,2024-02-18,2.0,201,semen gresik,2024-02,2024-02
9641,11762,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9642,11762,2024-02-18,2.0,214,semen holsim,2024-02,2024-02
9643,11763,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9647,11763,2024-02-18,8.0,420,pvc 3 D,2024-02,2024-02
9645,11763,2024-02-18,1.0,206,semen acian tr,2024-02,2024-02
9646,11763,2024-02-18,15.0,201,semen gresik,2024-02,2024-02
9644,11763,2024-02-18,1.0,215,semen holsim masonry,2024-02,2024-02
9651,11764,2024-02-18,3.0,506,asbes 250 b,2024-02,2024-02
9650,11764,2024-02-18,4.0,507,asbes 300 b,2024-02,2024-02
9648,11764,2024-02-18,0.5,101,colt pasir,2024-02,2024-02
9649,11764,2024-02-18,2.0,214,semen holsim,2024-02,2024-02
9653,11765,2024-02-19,83.0,304,bata ringan tbl,2024-02,2024-02
9652,11765,2024-02-19,1.0,104,colt pasir hitam,2024-02,2024-02
9656,11766,2024-02-19,100.0,303,bata putih,2024-02,2024-02
9654,11766,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9657,11766,2024-02-19,1.0,422,pvc 4 D,2024-02,2024-02
9655,11766,2024-02-19,3.0,201,semen gresik,2024-02,2024-02
9659,11767,2024-02-19,2.0,214,semen holsim,2024-02,2024-02
9658,11767,2024-02-19,50.0,306,umpak,2024-02,2024-02
9660,11768,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9661,11768,2024-02-19,15.0,201,semen gresik,2024-02,2024-02
9662,11769,2024-02-19,1.0,104,colt pasir hitam,2024-02,2024-02
9664,11769,2024-02-19,1.0,208,semen br eco,2024-02,2024-02
9663,11769,2024-02-19,6.0,201,semen gresik,2024-02,2024-02
9665,11770,2024-02-19,1.0,103,colt tensla,2024-02,2024-02
9666,11771,2024-02-19,166.0,304,bata ringan tbl,2024-02,2024-02
9667,11771,2024-02-19,2.0,208,semen br eco,2024-02,2024-02
9669,11772,2024-02-19,2.0,506,asbes 250 b,2024-02,2024-02
9668,11772,2024-02-19,0.25,103,colt tensla,2024-02,2024-02
9672,11772,2024-02-19,10.0,208,semen br eco,2024-02,2024-02
9671,11772,2024-02-19,5.0,201,semen gresik,2024-02,2024-02
9670,11772,2024-02-19,5.0,214,semen holsim,2024-02,2024-02
9673,11773,2024-02-19,20.0,201,semen gresik,2024-02,2024-02
9674,11774,2024-02-19,0.5,103,colt tensla,2024-02,2024-02
9675,11775,2024-02-19,166.0,304,bata ringan tbl,2024-02,2024-02
9676,11775,2024-02-19,2.0,208,semen br eco,2024-02,2024-02
9679,11776,2024-02-19,41.0,304,bata ringan tbl,2024-02,2024-02
9677,11776,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9680,11776,2024-02-19,1.0,208,semen br eco,2024-02,2024-02
9678,11776,2024-02-19,2.0,201,semen gresik,2024-02,2024-02
9681,11777,2024-02-19,166.0,304,bata ringan tbl,2024-02,2024-02
9682,11778,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9683,11778,2024-02-19,3.0,214,semen holsim,2024-02,2024-02
9684,11779,2024-02-19,83.0,304,bata ringan tbl,2024-02,2024-02
9685,11779,2024-02-19,3.0,402,besi 8,2024-02,2024-02
9686,11780,2024-02-19,166.0,304,bata ringan tbl,2024-02,2024-02
9687,11781,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9688,11781,2024-02-19,4.0,201,semen gresik,2024-02,2024-02
9689,11782,2024-02-19,50.0,201,semen gresik,2024-02,2024-02
9690,11783,2024-02-19,1.0,103,colt tensla,2024-02,2024-02
9691,11783,2024-02-19,10.0,201,semen gresik,2024-02,2024-02
9692,11784,2024-02-19,1.0,101,colt pasir,2024-02,2024-02
9693,11785,2024-02-19,50.0,306,umpak,2024-02,2024-02
9696,11786,2024-02-19,41.0,304,bata ringan tbl,2024-02,2024-02
9694,11786,2024-02-19,0.5,101,colt pasir,2024-02,2024-02
9695,11786,2024-02-19,1.0,201,semen gresik,2024-02,2024-02
9697,11787,2024-02-19,1.0,102,colt sertu,2024-02,2024-02
9700,11787,2024-02-19,10.0,405,hollow 2x4,2024-02,2024-02
9701,11787,2024-02-19,10.0,514,kalsiboard,2024-02,2024-02
9698,11787,2024-02-19,5.0,214,semen holsim,2024-02,2024-02
9699,11787,2024-02-19,2.0,517,triplek 4mm,2024-02,2024-02
9702,11788,2024-02-20,25.0,201,semen gresik,2024-02,2024-02
9703,11788,2024-02-20,15.0,520,triplek 9mm,2024-02,2024-02
9704,11789,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9705,11789,2024-02-20,2.0,215,semen holsim masonry,2024-02,2024-02
9706,11790,2024-02-20,0.75,101,colt pasir,2024-02,2024-02
9707,11790,2024-02-20,0.25,103,colt tensla,2024-02,2024-02
9709,11790,2024-02-20,2.0,407,kanal c,2024-02,2024-02
9708,11790,2024-02-20,2.0,206,semen acian tr,2024-02,2024-02
9710,11791,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9711,11791,2024-02-20,0.5,103,colt tensla,2024-02,2024-02
9712,11791,2024-02-20,2.0,201,semen gresik,2024-02,2024-02
9713,11792,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9714,11793,2024-02-20,50.0,306,umpak,2024-02,2024-02
9715,11794,2024-02-20,50.0,201,semen gresik,2024-02,2024-02
9717,11795,2024-02-20,100.0,301,bata merah,2024-02,2024-02
9716,11795,2024-02-20,50.0,306,umpak,2024-02,2024-02
9718,11796,2024-02-20,124.0,304,bata ringan tbl,2024-02,2024-02
9719,11796,2024-02-20,15.0,201,semen gresik,2024-02,2024-02
9720,11797,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9721,11797,2024-02-20,2.0,214,semen holsim,2024-02,2024-02
9722,11798,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9723,11798,2024-02-20,10.0,214,semen holsim,2024-02,2024-02
9725,11799,2024-02-20,2.0,201,semen gresik,2024-02,2024-02
9724,11799,2024-02-20,1.0,801,tosa pasir,2024-02,2024-02
9729,11800,2024-02-20,50.0,301,bata merah,2024-02,2024-02
9728,11800,2024-02-20,30.0,304,bata ringan tbl,2024-02,2024-02
9726,11800,2024-02-20,0.5,101,colt pasir,2024-02,2024-02
9727,11800,2024-02-20,1.0,214,semen holsim,2024-02,2024-02
9731,11801,2024-02-20,5.0,417,pvc 2 1/2 D,2024-02,2024-02
9732,11801,2024-02-20,2.0,420,pvc 3 D,2024-02,2024-02
9733,11801,2024-02-20,5.0,422,pvc 4 D,2024-02,2024-02
9730,11801,2024-02-20,30.0,201,semen gresik,2024-02,2024-02
9734,11802,2024-02-20,0.5,104,colt pasir hitam,2024-02,2024-02
9735,11802,2024-02-20,2.0,201,semen gresik,2024-02,2024-02
9736,11803,2024-02-20,1.0,101,colt pasir,2024-02,2024-02
9737,11803,2024-02-20,2.0,215,semen holsim masonry,2024-02,2024-02
9738,11804,2024-02-20,500.0,301,bata merah,2024-02,2024-02
9740,11804,2024-02-20,3.0,409,kayu 3x5,2024-02,2024-02
9739,11804,2024-02-20,10.0,201,semen gresik,2024-02,2024-02
9741,11805,2024-02-21,83.0,304,bata ringan tbl,2024-02,2024-02
9742,11805,2024-02-21,1.0,208,semen br eco,2024-02,2024-02
9743,11806,2024-02-21,50.0,306,umpak,2024-02,2024-02
9744,11807,2024-02-21,1.0,101,colt pasir,2024-02,2024-02
9745,11807,2024-02-21,4.0,201,semen gresik,2024-02,2024-02
9746,11808,2024-02-21,1.0,101,colt pasir,2024-02,2024-02
9747,11808,2024-02-21,3.0,201,semen gresik,2024-02,2024-02
9748,11809,2024-02-21,10.0,201,semen gresik,2024-02,2024-02
9749,11810,2024-02-21,20.0,214,semen holsim,2024-02,2024-02
9750,11811,2024-02-21,83.0,304,bata ringan tbl,2024-02,2024-02
9751,11811,2024-02-21,2.0,208,semen br eco,2024-02,2024-02
9752,11811,2024-02-21,5.0,201,semen gresik,2024-02,2024-02
9753,11812,2024-02-21,1.0,101,colt pasir,2024-02,2024-02
9754,11812,2024-02-21,5.0,214,semen holsim,2024-02,2024-02
9755,11813,2024-02-21,1.0,103,colt tensla,2024-02,2024-02
9756,11814,2024-02-21,50.0,306,umpak,2024-02,2024-02
9758,11815,2024-02-21,20.0,507,asbes 300 b,2024-02,2024-02
9757,11815,2024-02-21,83.0,304,bata ringan tbl,2024-02,2024-02
9759,11816,2024-02-21,0.5,101,colt pasir,2024-02,2024-02
9760,11816,2024-02-21,1.0,214,semen holsim,2024-02,2024-02
9761,11817,2024-02-22,1.0,101,colt pasir,2024-02,2024-02
9762,11817,2024-02-22,4.0,201,semen gresik,2024-02,2024-02
9763,11818,2024-02-22,6.0,508,asbes 300 k,2024-02,2024-02
9764,11818,2024-02-22,3.0,214,semen holsim,2024-02,2024-02
9765,11819,2024-02-22,1.0,101,colt pasir,2024-02,2024-02
9766,11820,2024-02-22,300.0,303,bata putih,2024-02,2024-02
9767,11820,2024-02-22,2.0,201,semen gresik,2024-02,2024-02
9768,11821,2024-02-22,1.0,101,colt pasir,2024-02,2024-02
9769,11821,2024-02-22,5.0,201,semen gresik,2024-02,2024-02
9771,11822,2024-02-22,9.0,505,asbes 240 k,2024-02,2024-02
9770,11822,2024-02-22,41.0,304,bata ringan tbl,2024-02,2024-02
9775,11823,2024-02-22,4.0,401,besi 6,2024-02,2024-02
9776,11823,2024-02-22,4.0,402,besi 8,2024-02,2024-02
9772,11823,2024-02-22,0.5,103,colt tensla,2024-02,2024-02
9774,11823,2024-02-22,1.0,204,semen acian blackbull,2024-02,2024-02
9777,11823,2024-02-22,2.0,208,semen br eco,2024-02,2024-02
9773,11823,2024-02-22,5.0,214,semen holsim,2024-02,2024-02
9778,11824,2024-02-22,1.0,102,colt sertu,2024-02,2024-02
9779,11825,2024-02-22,1.0,103,colt tensla,2024-02,2024-02
9780,11826,2024-02-22,166.0,304,bata ringan tbl,2024-02,2024-02
9781,11827,2024-02-22,1.0,101,colt pasir,2024-02,2024-02
9782,11827,2024-02-22,1.0,201,semen gresik,2024-02,2024-02
9783,11828,2024-02-22,1.0,801,tosa pasir,2024-02,2024-02
9784,11829,2024-02-22,10.0,214,semen holsim,2024-02,2024-02
9785,11830,2024-02-22,0.5,101,colt pasir,2024-02,2024-02
9787,11831,2024-02-22,5.0,402,besi 8,2024-02,2024-02
9786,11831,2024-02-22,15.0,215,semen holsim masonry,2024-02,2024-02
9788,11832,2024-02-22,83.0,304,bata ringan tbl,2024-02,2024-02
9789,11832,2024-02-22,55.0,305,bata ringan tps,2024-02,2024-02
9790,11833,2024-02-22,50.0,214,semen holsim,2024-02,2024-02
9791,11834,2024-02-22,0.5,103,colt tensla,2024-02,2024-02
9792,11834,2024-02-22,10.0,214,semen holsim,2024-02,2024-02
9793,11835,2024-02-22,100.0,301,bata merah,2024-02,2024-02
9797,11835,2024-02-22,3.0,402,besi 8,2024-02,2024-02
9795,11835,2024-02-22,2.0,207,semen br aplus,2024-02,2024-02
9796,11835,2024-02-22,1.0,208,semen br eco,2024-02,2024-02
9794,11835,2024-02-22,10.0,201,semen gresik,2024-02,2024-02
9798,11836,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9799,11836,2024-02-23,1.0,201,semen gresik,2024-02,2024-02
9800,11837,2024-02-23,1.0,104,colt pasir hitam,2024-02,2024-02
9801,11837,2024-02-23,10.0,201,semen gresik,2024-02,2024-02
9803,11838,2024-02-23,83.0,304,bata ringan tbl,2024-02,2024-02
9802,11838,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9805,11838,2024-02-23,2.0,208,semen br eco,2024-02,2024-02
9804,11838,2024-02-23,5.0,214,semen holsim,2024-02,2024-02
9806,11839,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9808,11839,2024-02-23,2.0,206,semen acian tr,2024-02,2024-02
9807,11839,2024-02-23,2.0,201,semen gresik,2024-02,2024-02
9809,11840,2024-02-23,0.5,101,colt pasir,2024-02,2024-02
9810,11841,2024-02-23,0.5,103,colt tensla,2024-02,2024-02
9811,11842,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9812,11842,2024-02-23,1.0,201,semen gresik,2024-02,2024-02
9814,11843,2024-02-23,83.0,304,bata ringan tbl,2024-02,2024-02
9813,11843,2024-02-23,0.5,103,colt tensla,2024-02,2024-02
9815,11844,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9816,11844,2024-02-23,2.0,201,semen gresik,2024-02,2024-02
9819,11845,2024-02-23,1.0,401,besi 6,2024-02,2024-02
9817,11845,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9820,11845,2024-02-23,1.0,703,pintu pvc,2024-02,2024-02
9818,11845,2024-02-23,3.0,215,semen holsim masonry,2024-02,2024-02
9823,11846,2024-02-23,25.0,301,bata merah,2024-02,2024-02
9821,11846,2024-02-23,0.5,101,colt pasir,2024-02,2024-02
9822,11846,2024-02-23,1.0,215,semen holsim masonry,2024-02,2024-02
9824,11847,2024-02-23,1.0,104,colt pasir hitam,2024-02,2024-02
9825,11847,2024-02-23,10.0,201,semen gresik,2024-02,2024-02
9826,11848,2024-02-23,166.0,304,bata ringan tbl,2024-02,2024-02
9828,11849,2024-02-23,9.0,502,asbes 200 b,2024-02,2024-02
9829,11849,2024-02-23,2.0,506,asbes 250 b,2024-02,2024-02
9827,11849,2024-02-23,9.0,201,semen gresik,2024-02,2024-02
9830,11850,2024-02-23,35.0,403,besi 10,2024-02,2024-02
9832,11851,2024-02-23,1.0,201,semen gresik,2024-02,2024-02
9831,11851,2024-02-23,1.0,801,tosa pasir,2024-02,2024-02
9833,11852,2024-02-23,1.0,103,colt tensla,2024-02,2024-02
9834,11853,2024-02-23,166.0,304,bata ringan tbl,2024-02,2024-02
9835,11853,2024-02-23,2.0,208,semen br eco,2024-02,2024-02
9837,11854,2024-02-23,12.0,507,asbes 300 b,2024-02,2024-02
9836,11854,2024-02-23,41.0,304,bata ringan tbl,2024-02,2024-02
9838,11854,2024-02-23,83.0,304,bata ringan tbl,2024-02,2024-02
9839,11855,2024-02-23,1.0,101,colt pasir,2024-02,2024-02
9841,11856,2024-02-23,2.0,214,semen holsim,2024-02,2024-02
9840,11856,2024-02-23,50.0,306,umpak,2024-02,2024-02
9843,11857,2024-02-24,2.0,214,semen holsim,2024-02,2024-02
9842,11857,2024-02-24,50.0,306,umpak,2024-02,2024-02
9845,11858,2024-02-24,30.0,304,bata ringan tbl,2024-02,2024-02
9844,11858,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9846,11859,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9847,11859,2024-02-24,2.0,201,semen gresik,2024-02,2024-02
9848,11859,2024-02-24,5.0,520,triplek 9mm,2024-02,2024-02
9849,11860,2024-02-24,1.0,104,colt pasir hitam,2024-02,2024-02
9850,11861,2024-02-24,1.0,102,colt sertu,2024-02,2024-02
9851,11861,2024-02-24,1.0,422,pvc 4 D,2024-02,2024-02
9852,11862,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9853,11862,2024-02-24,3.0,214,semen holsim,2024-02,2024-02
9855,11863,2024-02-24,1.0,201,semen gresik,2024-02,2024-02
9854,11863,2024-02-24,1.0,801,tosa pasir,2024-02,2024-02
9856,11864,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9858,11864,2024-02-24,2.0,208,semen br eco,2024-02,2024-02
9857,11864,2024-02-24,5.0,214,semen holsim,2024-02,2024-02
9861,11865,2024-02-24,15.0,304,bata ringan tbl,2024-02,2024-02
9859,11865,2024-02-24,0.5,101,colt pasir,2024-02,2024-02
9860,11865,2024-02-24,2.0,201,semen gresik,2024-02,2024-02
9862,11866,2024-02-24,0.5,102,colt sertu,2024-02,2024-02
9865,11867,2024-02-24,50.0,303,bata putih,2024-02,2024-02
9863,11867,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9864,11867,2024-02-24,2.0,201,semen gresik,2024-02,2024-02
9868,11868,2024-02-24,50.0,301,bata merah,2024-02,2024-02
9866,11868,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9867,11868,2024-02-24,2.0,201,semen gresik,2024-02,2024-02
9872,11869,2024-02-24,2.0,701,besi kolom 10x15,2024-02,2024-02
9869,11869,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9873,11869,2024-02-24,1.0,422,pvc 4 D,2024-02,2024-02
9870,11869,2024-02-24,3.0,214,semen holsim,2024-02,2024-02
9871,11869,2024-02-24,10.0,306,umpak,2024-02,2024-02
9874,11870,2024-02-24,10.0,201,semen gresik,2024-02,2024-02
9875,11870,2024-02-24,13.0,215,semen holsim masonry,2024-02,2024-02
9876,11871,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9877,11872,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9878,11872,2024-02-24,1.0,214,semen holsim,2024-02,2024-02
9879,11873,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9880,11873,2024-02-24,1.0,201,semen gresik,2024-02,2024-02
9881,11874,2024-02-24,1.0,102,colt sertu,2024-02,2024-02
9882,11875,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9883,11875,2024-02-24,2.0,201,semen gresik,2024-02,2024-02
9884,11876,2024-02-24,1.0,102,colt sertu,2024-02,2024-02
9885,11877,2024-02-24,1.0,101,colt pasir,2024-02,2024-02
9886,11877,2024-02-24,3.0,214,semen holsim,2024-02,2024-02
9887,11878,2024-02-24,166.0,304,bata ringan tbl,2024-02,2024-02
9888,11879,2024-02-24,1.0,103,colt tensla,2024-02,2024-02
9889,11880,2024-02-24,20.0,201,semen gresik,2024-02,2024-02
9890,11881,2024-02-25,83.0,304,bata ringan tbl,2024-02,2024-02
9893,11882,2024-02-25,50.0,303,bata putih,2024-02,2024-02
9891,11882,2024-02-25,1.0,101,colt pasir,2024-02,2024-02
9892,11882,2024-02-25,2.0,201,semen gresik,2024-02,2024-02
9894,11883,2024-02-25,350.0,303,bata putih,2024-02,2024-02
9895,11884,2024-02-25,1.0,101,colt pasir,2024-02,2024-02
9896,11884,2024-02-25,2.0,201,semen gresik,2024-02,2024-02
9901,11885,2024-02-25,2.0,507,asbes 300 b,2024-02,2024-02
9897,11885,2024-02-25,0.5,101,colt pasir,2024-02,2024-02
9899,11885,2024-02-25,0.5,101,colt pasir,2024-02,2024-02
9898,11885,2024-02-25,3.0,214,semen holsim,2024-02,2024-02
9900,11885,2024-02-25,1.0,214,semen holsim,2024-02,2024-02
9904,11886,2024-02-25,30.0,301,bata merah,2024-02,2024-02
9902,11886,2024-02-25,1.0,101,colt pasir,2024-02,2024-02
9903,11886,2024-02-25,2.0,201,semen gresik,2024-02,2024-02
9905,11887,2024-02-25,83.0,304,bata ringan tbl,2024-02,2024-02
9907,11887,2024-02-25,41.0,304,bata ringan tbl,2024-02,2024-02
9908,11887,2024-02-25,1.0,208,semen br eco,2024-02,2024-02
9906,11887,2024-02-25,1.0,201,semen gresik,2024-02,2024-02
9912,11888,2024-02-25,83.0,304,bata ringan tbl,2024-02,2024-02
9911,11888,2024-02-25,3.0,401,besi 6,2024-02,2024-02
9909,11888,2024-02-25,1.0,101,colt pasir,2024-02,2024-02
9910,11888,2024-02-25,1.0,201,semen gresik,2024-02,2024-02
9915,11889,2024-02-25,100.0,303,bata putih,2024-02,2024-02
9913,11889,2024-02-25,1.0,103,colt tensla,2024-02,2024-02
9914,11889,2024-02-25,10.0,214,semen holsim,2024-02,2024-02
9916,11890,2024-02-25,50.0,201,semen gresik,2024-02,2024-02
9917,11891,2024-02-25,1.0,102,colt sertu,2024-02,2024-02
9918,11892,2024-02-25,50.0,306,umpak,2024-02,2024-02
9919,11893,2024-02-25,50.0,306,umpak,2024-02,2024-02
9920,11894,2024-02-26,1.0,104,colt pasir hitam,2024-02,2024-02
9921,11894,2024-02-26,10.0,201,semen gresik,2024-02,2024-02
9922,11895,2024-02-26,350.0,303,bata putih,2024-02,2024-02
9923,11895,2024-02-26,4.0,703,pintu pvc,2024-02,2024-02
9926,11896,2024-02-26,50.0,301,bata merah,2024-02,2024-02
9925,11896,2024-02-26,41.0,304,bata ringan tbl,2024-02,2024-02
9924,11896,2024-02-26,0.5,103,colt tensla,2024-02,2024-02
9927,11897,2024-02-26,1.0,101,colt pasir,2024-02,2024-02
9930,11897,2024-02-26,1.0,703,pintu pvc,2024-02,2024-02
9929,11897,2024-02-26,2.0,420,pvc 3 D,2024-02,2024-02
9928,11897,2024-02-26,4.0,214,semen holsim,2024-02,2024-02
9932,11898,2024-02-26,40.0,304,bata ringan tbl,2024-02,2024-02
9931,11898,2024-02-26,1.0,102,colt sertu,2024-02,2024-02
9934,11898,2024-02-26,5.0,201,semen gresik,2024-02,2024-02
9933,11898,2024-02-26,5.0,214,semen holsim,2024-02,2024-02
9935,11899,2024-02-26,1.0,101,colt pasir,2024-02,2024-02
9936,11899,2024-02-26,1.0,214,semen holsim,2024-02,2024-02
9937,11900,2024-02-26,1.0,101,colt pasir,2024-02,2024-02
9938,11900,2024-02-26,2.0,214,semen holsim,2024-02,2024-02
9939,11901,2024-02-26,15.0,201,semen gresik,2024-02,2024-02
9940,11901,2024-02-26,20.0,214,semen holsim,2024-02,2024-02
9941,11902,2024-02-26,200.0,303,bata putih,2024-02,2024-02
9942,11902,2024-02-26,8.0,214,semen holsim,2024-02,2024-02
9943,11903,2024-02-26,5.0,601,sumur 60,2024-02,2024-02
9944,11903,2024-02-26,2.0,604,tutup sumur 60,2024-02,2024-02
9945,11904,2024-02-26,1.0,101,colt pasir,2024-02,2024-02
9946,11904,2024-02-26,1.0,214,semen holsim,2024-02,2024-02
9949,11905,2024-02-26,83.0,304,bata ringan tbl,2024-02,2024-02
9947,11905,2024-02-26,1.0,104,colt pasir hitam,2024-02,2024-02
9948,11905,2024-02-26,3.0,201,semen gresik,2024-02,2024-02
9950,11906,2024-02-26,1.0,103,colt tensla,2024-02,2024-02
9951,11907,2024-02-26,50.0,306,umpak,2024-02,2024-02
9952,11908,2024-02-26,1.0,102,colt sertu,2024-02,2024-02
9955,11909,2024-02-26,1.0,201,semen gresik,2024-02,2024-02
9953,11909,2024-02-26,3.0,603,sumur 80,2024-02,2024-02
9954,11909,2024-02-26,1.0,606,tutup sumur 80,2024-02,2024-02
9956,11910,2024-02-26,1.0,101,colt pasir,2024-02,2024-02
9957,11910,2024-02-26,2.0,201,semen gresik,2024-02,2024-02
9958,11911,2024-02-26,1.0,103,colt tensla,2024-02,2024-02
9959,11911,2024-02-26,10.0,214,semen holsim,2024-02,2024-02
9960,11912,2024-02-27,0.5,101,colt pasir,2024-02,2024-02
9961,11912,2024-02-27,1.0,201,semen gresik,2024-02,2024-02
9962,11913,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9963,11913,2024-02-27,2.0,201,semen gresik,2024-02,2024-02
9964,11914,2024-02-27,1.0,104,colt pasir hitam,2024-02,2024-02
9965,11914,2024-02-27,3.0,214,semen holsim,2024-02,2024-02
9966,11915,2024-02-27,1.0,102,colt sertu,2024-02,2024-02
9967,11916,2024-02-27,1.0,104,colt pasir hitam,2024-02,2024-02
9969,11917,2024-02-27,15.0,507,asbes 300 b,2024-02,2024-02
9970,11917,2024-02-27,2.0,507,asbes 300 b,2024-02,2024-02
9968,11917,2024-02-27,20.0,201,semen gresik,2024-02,2024-02
9971,11918,2024-02-27,400.0,301,bata merah,2024-02,2024-02
9972,11918,2024-02-27,10.0,201,semen gresik,2024-02,2024-02
9974,11919,2024-02-27,100.0,303,bata putih,2024-02,2024-02
9973,11919,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9975,11920,2024-02-27,10.0,201,semen gresik,2024-02,2024-02
9976,11920,2024-02-27,10.0,214,semen holsim,2024-02,2024-02
9979,11921,2024-02-27,3.0,507,asbes 300 b,2024-02,2024-02
9977,11921,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9978,11921,2024-02-27,3.0,201,semen gresik,2024-02,2024-02
9980,11922,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9981,11922,2024-02-27,3.0,201,semen gresik,2024-02,2024-02
9982,11923,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9983,11924,2024-02-27,0.5,104,colt pasir hitam,2024-02,2024-02
9984,11924,2024-02-27,2.0,201,semen gresik,2024-02,2024-02
9987,11925,2024-02-27,83.0,304,bata ringan tbl,2024-02,2024-02
9985,11925,2024-02-27,1.0,101,colt pasir,2024-02,2024-02
9986,11925,2024-02-27,3.0,201,semen gresik,2024-02,2024-02
9988,11926,2024-02-27,83.0,304,bata ringan tbl,2024-02,2024-02
9989,11926,2024-02-27,2.0,208,semen br eco,2024-02,2024-02
9994,11927,2024-02-27,25.0,403,besi 10,2024-02,2024-02
9992,11927,2024-02-27,30.0,401,besi 6,2024-02,2024-02
9993,11927,2024-02-27,10.0,402,besi 8,2024-02,2024-02
9991,11927,2024-02-27,50.0,409,kayu 3x5,2024-02,2024-02
9990,11927,2024-02-27,10.0,520,triplek 9mm,2024-02,2024-02
9996,11928,2024-02-27,3.0,204,semen acian blackbull,2024-02,2024-02
9995,11928,2024-02-27,25.0,307,umpak gandeng,2024-02,2024-02
